side,state,name,sourceSheet,sourceRowNumber,siteID,targetRowNumber,reason
Spreadsheet 1 not spreadsheet 2,Maine,Roosevelt-Campobello,Maine,43,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maine,Sebago Lake SP,Maine,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Appalachian NST,Maryland,199,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Ballenger Creek Park,Maryland,144,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Baltimore-Washington Parkway,Maryland,203,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Captain John Smith Chesapeake NHT,Maryland,204,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Cedarville State Forest,Maryland,137,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Chesapeake Bay Watershed,Maryland,208,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Deep Creek Lake SP,Maryland,136,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Eden Mill Nature Center,Maryland,149,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Fort Foote Park,Maryland,47,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Frederick County Parks & Rec,Maryland,146,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,George Washington MP,Maryland,194,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Harmony Hall,Maryland,65,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Harper's Ferry NHP,Maryland,197,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Harriet Tubman Underground Railroad  NHP,Maryland,66,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Harriet Tubman Underground Railroad SP,Maryland,67,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Howard County Recreation and Parks,Maryland,150,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Maryland State Parks,Maryland,133,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,"Maryland, Virginia, Washington, D.C.",Maryland,195,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,"Maryland, Virginia, Washington, D.C.",Maryland,214,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,National Capital Parks East,Maryland,99,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,New Germany,Maryland,141,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,"New York, Pennsylvania, Rhode Island, Virginia, Washington, D.C.",Maryland,217,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Piscataway Park,Maryland,110,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Potomac Heritage NST,Maryland,211,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Prince George County,Maryland,148,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Sandy Point SP,Maryland,138,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Sang Run SP,Maryland,143,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Seneca Creek SP,Maryland,140,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Smallwood State Park,Maryland,142,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Star-Spangled Banner NHT,Maryland,213,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Washington-Rochambeau Revolutionary Route,Maryland,219,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Maryland,Washington-Rochambeau Revolutionary Route NHT,Maryland,215,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Appalachian NST,Massachusetts,131,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Boston Harbor Islands NRA,Massachusetts,23,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Boston Harbors Island SP,Massachusetts,24,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Clarksburg SP,Massachusetts,110,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Essex NHA,Massachusetts,45,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Highland Lighthouse,Massachusetts,116,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Lowell NHP,Massachusetts,56,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Massachusetts SP,Massachusetts,105,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Minute Man NHP,Massachusetts,67,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Mohawk Trail SF,Massachusetts,111,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Mount Greylock SP,Massachusetts,112,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,New England NST,Massachusetts,135,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,"New York, Pennsylvania, Rhode Island, Virginia, Washington, D.C.",Massachusetts,162,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,North Attleboro National Fish Hatchery,Massachusetts,100,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Pittsfield SF,Massachusetts,114,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Savory Mountain SF,Massachusetts,115,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Silvio O. Conte NWR,Massachusetts,103,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,"Sudbury, Assabet & Concord Wild & Scenic Rivers",Massachusetts,99,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,US Corps of Engineers Cape Cod,Massachusetts,104,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Washington-Rochambeau Revolutionary Route NHT,Massachusetts,160,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Massachusetts,Weston Forest and Trail Association,Massachusetts,117,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,Chelsea Chamber of Commerce,Michigan,46,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,City of Beaver Island,Michigan,34,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,City of Portage - Parks and Recreation,Michigan,35,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,Detroit River Intl. Wildlife Refuge,Michigan,26,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,Hartland Township,Michigan,45,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,Hiawatha NF,Michigan,27,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,Howard Christensen Nature Center,Michigan,47,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,Huron-Manistee NF,Michigan,29,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,Michigan's State Parks,Michigan,33,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,MotorCities NHA,Michigan,30,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,North Country NST,Michigan,49,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,Ottawa NF,Michigan,31,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,Pictured Rocks NL,Michigan,10,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Michigan,River Raisin NBP,Michigan,16,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,9 Mile Creek Watershed District,Minnesota,56,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Anoka County Parks,Minnesota,57,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Baker Park Preserve,Minnesota,58,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Boundary Waters Canoe Area Wilderness,Minnesota,39,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Bryant Lake Regional Park,Minnesota,42,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Carver Lake Preserve,Minnesota,43,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Cedar Lake Farm,Minnesota,44,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Cleary Lake Regional Park,Minnesota,45,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Forestville Mystery Cave SP,Minnesota,47,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Forestville SP,Minnesota,46,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,French Regional Park,Minnesota,48,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Gale Woods Farm,Minnesota,49,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Grand Portage,Minnesota,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Hyland Lake Park Reserve,Minnesota,59,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Kilen Woods SP,Minnesota,50,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Lake Minnetonka Regional Park,Minnesota,51,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Lake Rebecca Park Preserve,Minnesota,60,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Minnesota Valley NWR-Bloomington Educational & Visitor Center,Minnesota,36,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Minnesota's State Parks,Minnesota,41,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Mississippi NRRA,Minnesota,7,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Murphy-Hanrehan Park Reserve,Minnesota,52,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Noerenberg Gardens,Minnesota,53,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,North Country NST,Minnesota,63,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Riley Purgatory Bluff Creek,Minnesota,61,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Saint Croix NSR,Minnesota,69,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Silverwood Park,Minnesota,54,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Spring Lake Regional Farm,Minnesota,55,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Superior NF,Minnesota,40,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Tamarac NWR,Minnesota,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Vadnais Lake Area,Minnesota,62,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Minnesota,Voyageurs NP,Minnesota,27,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Bienville NF,Mississippi,48,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Brices Cross Roads NBS,Mississippi,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Corinth Civil War Interpretive Center,Mississippi,55,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,De Soto NF,Mississippi,49,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Emmett Till and Mamie Till-Mobley NM,Mississippi,50,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Medger and Myrlie Evers Home NM,Mississippi,5,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Mississippi Sandhill Crane NWR,Mississippi,43,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Natchez Trace NST,Mississippi,73,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Natchez Trace Parkway,Mississippi,63,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Shiloh NMP,Mississippi,54,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Southeast Region National Fish Hatcheries,Mississippi,44,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Theodore Roosevelt NWR,Mississippi,46,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Tishomingo NWR,Mississippi,45,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Mississippi,Tupelo NB,Mississippi,23,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Butterfield Overland Trail,Missouri,88,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,California NHT,Missouri,91,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Fort Osage National Historic Landmark,Missouri,75,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Gateway Arch NP,Missouri,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Lewis and Clark NHT,Missouri,109,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Mark Twain NF,Missouri,82,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Missouri River Relief,Missouri,85,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Missouri State Parks,Missouri,83,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Moberly Parks and Recreation,Missouri,77,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Museum of Westward Expansion,Missouri,78,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Neosho National Fish Hatchery,Missouri,87,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Oregon NHT,Missouri,147,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Ozark NSR,Missouri,33,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Pony Express NHT,Missouri,165,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Santa Fe NHT,Missouri,168,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,St. Louis County,Missouri,86,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,St. Louis District,Missouri,79,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Table Rock Lake,Missouri,80,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Trail of Tears NHT,Missouri,207,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,Trail of Tears SP,Missouri,84,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Missouri,White River Watershed,Missouri,81,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Bitteroot NF,Montana,13,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Blaine County Museum,Montana,30,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Custer Gallatin NF,Montana,15,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,First People's Buffalo Jump SP,Montana,24,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Flathead NF,Montana,16,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Giant Springs State Park,Montana,27,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Helena-Lewis and Clark NF,Montana,18,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Ice Age Floods NGT,Montana,42,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Kootenai NF,Montana,20,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Lewis and Clark NHT,Montana,44,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Lolo NF,Montana,21,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Missouri Headwaters SP,Montana,31,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Montana's State Parks,Montana,22,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Pompeys Pillar NM,Montana,11,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Sage Lodge,Montana,28,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Selway Bitterroot Wilderness,Montana,40,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,The Paradise Center,Montana,29,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Montana,Upper Missouri River Breaks NM,Montana,12,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Agate Fossil Beds NM,Nebraska,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Bessey Ranger Distric,Nebraska,33,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,California NHT,Nebraska,40,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Chimney Rock Museum,Nebraska,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Fort Niobrara NWR,Nebraska,28,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Hudson-Meng,Nebraska,35,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Lewis and Clark NHT,Nebraska,55,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Midwest Archeological Center,Nebraska,39,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Missouri NRR,Nebraska,102,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Mormon Pioneer NHT,Nebraska,104,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,National Underground Railroad Network to Freedom Program,Nebraska,137,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Nebraska NF,Nebraska,34,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Nebraska NF and Oglala NG,Nebraska,37,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Oregon NHT,Nebraska,138,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Pine Ridge Ranger District,Nebraska,36,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nebraska,Pony Express NHT,Nebraska,154,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Avi Kwa Ame NM,Nevada,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Bartley Ranch Regional Park,Nevada,43,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,California NHT,Nevada,45,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,California Trail Interpretive Center,Nevada,20,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Carson City,Nevada,36,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Cathedral Gorge,Nevada,33,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,City of Reno-Parks and Recreation,Nevada,41,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Death Valley NP,Nevada,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,"Desert NWR, Ash Meadows NWR",Nevada,16,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Eastern Nevada Wilderness,Nevada,23,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Elko District,Nevada,24,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Ely District,Nevada,25,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Great Basin NP,Nevada,3,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Grimes Point Archeological Area and Hidden Cave,Nevada,26,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Humboldt-Toiyabe National Forest,Nevada,27,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Nevada Northern Railway Museum,Nevada,40,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Nevada State HP Office,Nevada,34,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Nevada's BLM Lands,Nevada,18,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Nevada's State Parks,Nevada,32,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Old Spanish NHT,Nevada,48,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,"Pahranagat NWR, Moapa Valley NWR",Nevada,17,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Pony Express NHT,Nevada,51,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Pony Express Territory-Nevada,Nevada,35,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Red Rock Canyon NCA,Nevada,29,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Sloan Canyon NCA,Nevada,30,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Southern Nevada's NWR,Nevada,15,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Spring Mountains NRA,Nevada,31,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Springs Preserve,Nevada,37,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Tule Springs Fossil Beds NM,Nevada,11,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Washoe County Regional Parks & Open Space,Nevada,42,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Nevada,Wilbur D. May Arboretum,Nevada,44,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Hampshire,Appalachian NST,New Hampshire,23,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Hampshire,Hopkinton-Everett Lake,New Hampshire,14,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Hampshire,Lamprey Rivers Wild and Scenic,New Hampshire,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Hampshire,Lost River Gorge & Boulder Caves,New Hampshire,21,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Hampshire,New Hampshire Divison of Forests and Lands,New Hampshire,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Hampshire,New Hampshire Lake Association,New Hampshire,20,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Hampshire,Otter Brook Dam,New Hampshire,12,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Hampshire,Quincy Bog Natural Area,New Hampshire,22,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Hampshire,Surry Mountain Lake Dam,New Hampshire,15,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Hampshire,White Mountain NF,New Hampshire,16,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Appalachian NST,New Jersey,40,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Atlantic County Parks,New Jersey,26,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Bass River State Forest,New Jersey,24,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Bergen County,New Jersey,28,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Edwin B. Forsythe NWR,New Jersey,14,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Gateway NRA,New Jersey,35,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Lower Delaware NWSR,New Jersey,44,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Middlesex County,New Jersey,27,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Monmouth Battlefield SP,New Jersey,18,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Musconetcong River,New Jersey,22,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,New Jersey Pinelands NPr,New Jersey,25,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,"New York, Pennsylvania, Rhode Island, Virginia, Washington, D.C.",New Jersey,48,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Passiac County,New Jersey,30,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Patterson Great Falls NHP,New Jersey,5,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Sourland Conservancy,New Jersey,29,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Vernon Township Recreation,New Jersey,31,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Washington Crossing SP,New Jersey,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Jersey,Washington-Rochambeau Revolutionary Route NHT,New Jersey,46,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Abiquiu Dam Visitor Center,New Mexico,95,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Ancient Village of Kuaua,New Mexico,108,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Bandelier NM,New Mexico,13,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Butterfield Overland Trail,New Mexico,123,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Capulin Volcano NM,New Mexico,14,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Coronado HS,New Mexico,107,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Dripping Springs NA and,New Mexico,97,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,El Camino Real de Tierra Adentro NHT,New Mexico,126,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,El Malpais NCA,New Mexico,96,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Fort Selden HS,New Mexico,109,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Gila NF,New Mexico,104,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Jemez HS,New Mexico,111,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Las Vegas NWR,New Mexico,90,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Lincoln NF,New Mexico,105,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,New Mexico's State Parks,New Mexico,106,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Northern New Mexico,New Mexico,115,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Old Spanish NHT,New Mexico,145,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Organ Mountains-Desert Peaks NM,New Mexico,98,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Palace of the Governors,New Mexico,117,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Philmont Scout Ranch,New Mexico,116,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Salinas Pueblo Mission NM,New Mexico,76,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Santa Fe NF,New Mexico,102,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Santa Fe NHT,New Mexico,148,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Smokey Bear HP,New Mexico,112,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Socorro Nature Area,New Mexico,100,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Three Rivers Petroglyph,New Mexico,101,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Valles Caldera NPR,New Mexico,83,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Valley of Fires NRA,New Mexico,94,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New Mexico,Whitfield WCA,New Mexico,114,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Appalachian NST,New York,147,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,New York,Barcelona Lighhouse,New York,109,,,no-confident-match
